Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Armenia,ARM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.78344727,89.38117218,94.84832001,97.28942108,,91.19490814,90.01464844,78.08895874,78.1027298,90.1155777,85.99230957,,,84.52565765,86.74301147,89.11322021,89.97132874,89.15847015,94.77201843,100.5190887,90.08052826,,84.40403748,84.93110657,85.79370117,,,88.5765686,93.61714935,94.89111328,97.30155945,96.86456299
American Samoa,ASM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.17111969,90.70995331,93.34903717,94.62338257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,80.7666626,54.62496948,74.69435883,69.311203,73.74163055,75.31803894,62.76536942,,,,,,,,,,,,,,98.31790924,,,,,,,,80.26776123,,,,,,,111.4618912,121.3672791,117.81633,114.8380127,115.5655899,116.6898727,,114.9096603,117.027771,,116.5304031,120.9359589,,,,
Australia,AUS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,84.05053711,,,,,,,,,,,,,,,,,,,,,,,134.6243591,132.9737854,143.8599548,148.6269836,153.0031738,,,,,,,,,,,,,,,,,,159.1107635,155.5943909,153.5761261,136.105545,144.0565643,137.4907379,135.5265656,
Austria,AUT,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,87.52984619,,,,,90.1950531,,,,,93.50891876,92.13230896,93.81517792,94.24794006,96.17124939,99.64795685,100.9172592,102.0339203,102.0836334,103.1001282,102.7585983,103.1827087,103.5424194,104.510582,105.0253906,105.034111,104.722023,97.52709961,98.31349182,98.61234283,98.86086273,98.95127106,99.39745331,99.2856369,100.1994324,100.4166794,100.1025696,100.1261292,100.5940933,100.2639694,99.67295837,100.1087265,101.1732101,101.3048096,101.4115829,100.2279892,100.3378983,100.6925964,101.5436325,101.6905594,102.307663,
Azerbaijan,AZE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.97897339,86.97209167,85.78303528,85.07584381,84.94854736,86.49900055,76.23040009,78.15932465,94.48007965,94.77548981,81.75826263,81.65769196,80.63050079
Burundi,BDI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,1.726510048,1.808380008,1.426200032,1.762949944,2.129450083,2.312439919,2.280829906,2.411370039,2.498990059,2.533440113,2.7739501,2.93998003,2.802000046,2.960730076,3.238490105,3.447590113,3.808180094,3.988290071,4.404109955,4.720829964,5.334080219,5.686299801,6.278309822,,,,,,,,9.63891983,10.15573025,10.49339008,12.08378029,13.28458023,14.68443012,15.71732044,,21.44186974,24.39565086,27.53421021,30.41756058,35.21596146,41.4826889,45.28647995,48.99528122,49.80751038,47.8539505,43.20808029,46.39147186,,41.98435593
Belgium,BEL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,80.27970123,82.10801697,83.21946716,83.83512115,83.67027283,83.76077271,85.04229736,87.59443665,89.00759125,90.25147247,91.48277283,93.41763306,93.67447662,96.10739899,98.16870117,99.75695038,100.4498672,102.3007431,103.5743866,104.5221405,104.73703,105.0120087,142.5751343,143.3088837,144.0875854,144.0055389,,,142.8841553,146.9197845,155.946167,157.6487732,158.8792267,151.638092,157.343399,158.6851044,159.4398956,160.468811,159.6615448,160.6604767,159.3493042,160.1105347,161.8458862,162.4219818,164.0798187,160.68927,158.6702881,156.5097656,156.635376,151.7275085,143.1635132,
Benin,BEN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,4.132329941,4.960549831,6.079339981,6.732260227,7.805779934,8.113100052,8.614919662,9.417599678,10.13813972,11.5852499,14.47191048,17.27157974,19.86194038,18.90764046,17.88479996,15.44896984,14.30620003,,,,,,,,,,,,20.09853935,20.8747406,22.65257072,24.59546089,25.94239044,27.7856102,,,,,,,47.41460037,,54.08707809,54.73263168,57.3949585,57.52967072,,,,45.74079132,46.07704163,45.36516953
Burkina Faso,BFA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,1.342479944,1.365200043,1.443590045,1.67177999,1.746719956,1.783949971,1.93453002,2.009439945,2.126869917,2.473929882,2.640810013,2.932719946,2.968120098,3.19066,3.792490005,4.518159866,5.14496994,5.776539803,6.565209866,6.848589897,7.185959816,7.390490055,7.796909809,8.112770081,,,,,9.370789528,9.925519943,10.10219955,,11.34475994,12.43412018,13.44847012,14.23978996,15.36944962,18.09885025,19.54380035,21.28375053,23.28587914,25.34852028,27.7329998,29.73262978,33.09024811,35.15084839,37.37361145,39.82088852,40.27325821,39.42958069,38.28987122,33.72491074
Bangladesh,BGD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,19.05647087,,,16.94911957,17.29538918,,17.6225605,19.61556053,17.32423019,,20.7030201,20.79851913,20.12690926,19.59539986,19.97999954,19.9463501,19.8626194,20.45442963,,,,,,,,43.69552994,46.97890854,48.71913147,50.31414032,51.41809845,51.25708008,47.86413956,46.60287857,47.08378983,47.90071869,45.9643898,49.73410034,51.18634033,51.50349426,53.65340042,57.95901489,,62.03123093,66.92324829,64.8559494,67.42137146,67.22091675,69.01357269,70.29333496,71.82198334
Bulgaria,BGR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,91.20101929,91.88841248,92.61708832,93.98750305,94.92002106,89.93157196,92.3829422,90.76525879,88.50283813,87.83313751,87.19870758,87.60379028,88.88565063,89.98690033,91.47680664,96.54843903,99.15441132,102.173111,103.6040878,100.5896606,98.9886322,96.79850006,94.43852234,91.51750946,92.94976044,93.20755768,92.33367157,91.32411194,79.27642822,79.8759079,80.94407654,83.981987,88.11878204,90.53427124,91.36676788,92.41201019,93.15415955,92.38407135,92.52137756,94.18192291,96.43612671,95.39035034,101.1525421,103.0132904,100.0604706,97.34303284,95.7457428,95.31896973,93.5191803,91.27993774,89.73564148,
Bahrain,BHR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,51.09281158,49.51113129,48.63304901,49.91844177,51.41669846,51.6823082,53.73159027,59.01176071,63.01668167,55.71828842,61.82241821,65.11238098,73.57032776,71.13471985,74.6677475,79.15503693,81.4894104,82.66384125,83.69294739,81.75131989,94.30612183,87.86044312,85.61811829,84.03318024,81.91275787,80.01062775,77.65660858,78.28186035,78.06358337,81.46063232,83.45986938,86.37124634,88.95128632,86.30526733,83.22975159,83.67874908,,88.52838898,89.85980988,90.04248047,92.42067719,95.42397308,105.0425491,104.1947632,100.8134537,101.8395081,101.7575073,100.4350967,101.02108,,,103.4909668
"Bahamas, The",BHS,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,86.64806366,86.37792206,85.03957367,91.51876831,97.57698059,97.43443298,,,,89.05914307,83.69574738,83.69348907,84.275177,90.36210632,83.40091705,84.80751801,90.84942627,,,81.49846649,82.63143158,90.97875977,91.57901001,87.07274628,85.96347809,,81.28923798,,75.8968811,,,86.33615875,,80.69721222,81.6555481,82.06999969,85.14444733,85.34673309,84.87864685,85.44677734,82.03259277,83.03085327,,,,,,,,,,
Bosnia and Herzegovina,BIH,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.03553009,85.06791687,86.3446579,83.71724701,84.51416016,85.37612915,84.7301178,84.60134125,83.06999969,82.96060181,84.27436066,86.10269165,85.81581116,85.29924011,84.969841,85.29151917
Belarus,BLR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,86.35822296,88.75055695,90.86466217,92.64272308,92.72219086,93.03494263,93.7844162,94.98046112,96.79707336,98.82230377,99.69676208,99.07727051,98.31655884,97.37296295,96.94113922,96.91461945,97.05193329,97.10059357,96.97367859,95.21172333,90.03161621,88.92971039,87.54968262,87.96463013,89.22055817,91.0019989,90.49700928,82.31291199,,,,,,,,,,116.7628784,114.9080429,111.0781631,107.9893265,105.3053284,100.9953766,98.98171234,97.52033234,97.04808807,96.01177216,95.49971771,94.92053223,95.00746918,95.21338654,94.5358963
Belize,BLZ,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,,,,,,,,51.51922989,51.34569168,52.26514816,,,,61.7105484,63.4358902,,,,60.50524902,,,66.69480896,66.83630371,,,,64.52084351,67.57897186,69.45393372,,75.6950531,77.11399078,75.5892334,76.1658783,75.28037262,75.04400635,74.64115906,75.10253143,75.62545013,78.31773376,80.19975281,79.97025299,80.97367096,87.49759674,84.77844238,86.31658173,87.3793335,85.9464798,88.74031067,86.99240875
Bermuda,BMU,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,87.19100952,86.02490997,92.42186737,88.87801361,93.08773804,96.88693237,110.2637482,110.2070694,113.0668411,118.6010208,,,,,,,,,,,,,,,,,,,,,87.94299316,87.90679932,90.01351929,93.3164978,93.30979156,89.69625092,,,,93.18708801,92.70385742,91.90601349,91.49681854,90.55310059,90.52207184,89.70454407,85.4934082,86.10549927,81.54827118,80.44741058,80.72314453,
Bolivia,BOL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,27.39608002,28.99340057,31.75884056,32.43722916,,37.56393814,,,,,,,,,,,,,,,,,,,,,,,69.40039063,74.71456146,70.57502747,73.1268692,77.03939056,79.06237793,81.30255127,81.99407196,81.1414032,80.86096191,,,,,,,,,,,,,,,
Brazil,BRA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,25.95461082,28.10926056,33.47814941,35.18544006,45.2598114,47.40999985,50.57408142,53.28255844,54.60406113,,,,,,,50.86127853,,,,,,,,,,,,,,,,,,,,,,,,,,,94.32097626,103.9176788,102.6355286,100.920517,102.5695114,103.0159607,105.0070724,103.9532776,104.1259995,106.6519012,
Barbados,BRB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,76.56427765,77.13002777,77.01667023,73.46595764,79.33170319,78.29148102,78.88047791,84.9466629,86.34937286,90.94126129,91.77706909,91.99469757,94.43437958,96.80742645,101.4280167,,,,92.38317108,88.8543396,,,,,,,,,108.7211914,106.4963989,106.8954926,106.5387192,105.9909897,106.9223404,107.7310028,106.9267807,108.9015503,110.2754593,109.8566666,107.4451675,107.0609283,,,108.174942,108.2815323,108.4780121,110.0070572,108.4626465,106.3282013,104.7150116,104.7102509,106.3924103
Brunei Darussalam,BRN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,50.0091095,52.43257904,54.67512131,53.14331818,52.42940903,53.20178986,55.80401993,54.58172989,55.34943008,57.11822128,59.56422043,61.87540817,64.85269928,66.69342041,64.25205231,64.09799194,62.20307922,,,,,77.25073242,79.01773071,79.02403259,76.30117035,,,,68.03373718,68.66111755,67.8662262,69.64823914,71.91152954,74.10658264,78.32927704,82.25286865,87.09358978,88.99275208,91.63420868,95.49125671,97.91603851,101.3029175,106.5197525,105.0645828,99.62799072,107.578598,93.40859985,91.6632309,91.49577332,89.64858246,88.43154907,,
Bhutan,BTN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,2.476160049,2.854370117,3.42685008,,5.383759975,,,4.121389866,,,,,9.691960335,11.21175003,11.96535969,11.96308994,,,,,,,,,,,,,24.67498016,28.17782021,31.5091095,34.76750183,,,,44.00772858,46.44665909,50.23419952,53.49200058,58.5107193,62.85636902,66.87548828,71.99503326,76.55275726,84.04419708,85.19419098,85.68351746,86.61470032,87.52884674,,,90.80358124,88.19284058
Botswana,BWA,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,8.301779747,9.638520241,10.56116009,13.78223991,14.97420025,16.58040047,18.02885056,18.93796921,19.1966095,18.89883995,19.43228912,21.15065956,,21.45970917,25.72680092,29.22569084,31.18388939,32.66410828,32.40552139,37.87569046,41.49111938,49.84056854,48.8611412,52.60324097,51.01546097,57.15681839,,,72.74269867,73.39482117,74.59010315,73.78363037,74.26954651,74.74694061,76.26603699,77.11647034,78.85336304,79.32858276,74.57981873,,,,,,,,,,,,,70.01838684,
Central African Republic,CAF,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,3.639899969,4.463759899,5.065480232,5.542840004,5.923409939,6.639120102,7.05039978,8.534110069,8.93653965,10.41666985,12.03794003,14.27746964,14.34936047,,14.76924992,14.98464966,12.77565956,11.66310978,11.33372021,12.00123978,12.07900047,10.01047993,,,,,,,,,11.08584976,11.14470005,,,,,,,12.23548985,,15.8301096,15.55033016,,,,13.66880989,15.42516041,,,,,
Canada,CAN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,94.3809433,94.15860748,93.32894897,91.67101288,91.33270264,90.42163849,90.32424927,89.81352234,89.52242279,89.08873749,89.61673737,93.55754852,95.84721375,98.52967072,98.96336365,98.68904114,98.89923096,99.54270172,100.1666031,100.2657623,101.1818314,101.9787521,103.5843811,104.7069016,104.110939,104.341301,,104.5621109,101.8594971,101.9927368,,,,,100.2578964,100.439888,101.2668076,102.2662277,102.9637909,102.4962234,102.8179779,110.9018021,111.519577,111.8559113,111.9304504,111.7702866,111.8021011,111.4529724,110.8582993,110.079071,109.3330612,
Central Europe and the Baltics,CEB,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,79.95307159,79.97293091,80.81884766,82.35549164,83.49861145,84.9101181,85.50991058,86.57810211,87.12223816,87.5014267,87.87010956,88.85273743,89.36856079,89.56214905,89.7598877,90.45104218,90.92871857,91.44817352,91.80441284,91.80264282,92.13928223,88.92288208,86.40847778,87.91351318,88.74601746,89.14855957,90.33988953,91.00298309,89.83264923,90.24790955,91.71827698,93.68592072,95.39247894,96.85209656,93.56072998,94.53633118,95.97583771,95.59069824,97.91977692,99.63719177,100.1918716,100.4224701,99.46951294,104.6189194,103.3981171,102.0654678,101.0078125,100.8186798,100.5539398,99.79382324,101.516449,98.71988678,98.68421173
Switzerland,CHE,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,,,,,,91.77552795,92.47805786,92.93393707,93.11974335,93.20960999,93.99977875,95.71801758,96.43264771,96.80065918,97.17185974,97.61881256,98.10636902,98.92237854,99.13652039,100.7472763,100.7462769,101.7123566,100.8896103,99.60312653,,94.72834015,94.79280853,94.5499115,94.75817108,93.58862305,93.35119629,93.22286987,93.80995941,94.16947937,95.07161713,95.51357269,95.84783173,96.6068573,97.19515991,98.3727417,101.2213821,,103.9133911,104.0951309,103.9000626,104.1880264,104.0711136,104.2116165,103.6051865,
Channel Islands,CHI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,44.73149109,51.22064972,55.73152924,58.98694992,59.79901886,58.94305038,59.19115067,61.17544937,62.51924133,64.34326172,64.10048676,64.40637207,64.39602661,68.91087341,71.48365784,74.38408661,75.7795105,,79.06244659,77.12477875,73.91429901,91.60128784,91.67990112,73.02144623,,,,,79.33351898,82.0896225,86.90135956,,89.42163849,90.62095642,91.0151062,92.00456238,91.99732971,91.55079651,91.54200745,89.85975647,90.99951172,90.98262024,89.50314331,99.15207672,99.86544037,100.9216766,101.4881363,102.2948227,103.1730499,104.4057693,103.6916885,106.6735229,
China,CHN,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,25.78610039,34.46755981,43.99380875,53.86875916,57.98083878,57.28282166,57.91167068,56.95441818,52.99401093,47.42055893,40.16611862,36.6236496,32.57598114,30.10662079,29.87804031,31.32047081,32.64564896,35.12799835,37.21353912,38.2257309,39.09011841,41.67630005,44.53187943,46.79701996,47.02545166,48.66363144,51.89408875,54.25268173,,58.2373085,59.22922134,62.1108284,62.84917068,64.06201172,,,74.21148682,78.34600067,82.92108917,88.77803802,91.52718353,92.98641968,93.31060791,,,,,,,,,,
Cote d'Ivoire,CIV,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,9.109760284,10.06070995,10.96323013,10.70576954,11.33845043,12.33160973,12.31523991,13.13926029,14.42942047,16.38705063,18.06480026,,19.00160027,19.30514908,19.93263054,,19.7394104,,,,,,,,,,,,23.03112984,,,,,,,,,,,,,,,38.4756012,41.66373825,43.8949585,46.8549614,49.04579926,52.21115112,54.65253067,57.2815094,55.06694031
Cameroon,CMR,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,8.377889633,9.228520393,10.19021988,10.91016006,11.99188995,13.11979008,14.43039036,15.5791502,16.28154945,16.84312057,17.77722931,18.23356056,19.59229088,20.53013039,21.94986916,22.19815063,24.17345047,25.20705986,25.72961044,25.90468979,27.42386055,28.30937958,,27.09326935,26.06427956,,24.27272987,25.09275055,26.54377937,27.97616005,32.95298004,28.74719048,30.28797913,26.92939949,27.4130497,23.88817024,32.74295044,37.06010056,40.92974091,44.03950882,48.97040939,52.17362976,53.98152161,58.17964935,59.55471039,60.46559143,50.63700867,46.47294617,44.42285538,45.25902939,45.0281105,45.14366913
"Congo, Dem. Rep.",COD,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,9.6541996,11.24034023,11.95411015,11.96728039,15.45201015,17.13439941,19.4371109,22.07332993,24.97352028,24.48934937,24.13412094,23.82041931,23.54393959,23.3061409,23.07634926,22.95774078,22.87706947,24.15056992,,,,22.35519028,24.12215996,25.64896965,27.61198997,,,,,,,,,,,,34.51015854,36.82091904,38.44057846,38.1317482,40.1614418,40.05627823,39.87744141,42.7313385,43.82403946,,,,,,56.88602066,
"Congo, Rep.",COG,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,15.9177103,18.90156937,23.86808014,30.51099014,35.83145142,40.38362885,46.75957108,50.63647079,53.45906067,55.06224823,62.74103165,66.76235199,65.9487381,61.8671608,60.63941956,64.89489746,66.61546326,62.4031105,53.60031128,47.15972137,46.09019089,47.02384949,,49.64096069,,48.14118958,,,,,,36.58237839,37.64511108,42.34869003,,,,,,,,50.78236008,,,,,,48.46242905,,,,
Colombia,COL,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,24.54225922,26.44079018,27.95788956,34.24528885,36.73429108,38.05865097,39.22428131,41.6619606,41.41080093,42.33692932,43.02503967,43.69441986,44.84973145,44.87557983,46.72198868,47.86623001,52.82788849,53.85163879,54.5495491,55.01969147,,55.36288834,61.37454987,63.41849136,64.62831116,65.54128265,69.46602631,,74.0524292,74.10510254,76.40447998,,78.15519714,,82.95046234,86.96164703,90.28766632,93.01280975,94.23155212,98.27008057,99.95436859,101.2058182,97.2326889,98.10150146,97.36328888,97.67411804,98.41562653,99.21932983,100.3733368,101.9893494,101.4994507,102.987999,
Comoros,COM,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,3.450710058,,6.566040039,7.742980003,,,,,,,27.63746071,,,,,36.06219864,34.92895889,,,,,23.12891006,,24.21268082,,,,,32.10329056,,,35.7023201,39.24407959,42.73566055,,,,,,,,,59.08190918,60.55020905,,,57.2523613,62.86949921,,,,
Cabo Verde,CPV,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,,,11.21331978,,,,,,,,7.633379936,8.096839905,8.943759918,,10.9369297,,,14.01511002,15.81620979,16.90295982,19.05615997,,,,24.45104027,,,,,,62.30059052,61.85617828,65.91545105,67.39521027,67.23017883,70.5629425,81.75602722,80.43589783,81.92308807,81.0220871,83.46911621,85.58027649,86.70752716,89.00969696,87.44262695,87.53730774,87.70491028,87.0911026,83.2423172,84.10881042,,,
Costa Rica,CRI,"School enrollment, secondary (% gross)",SE.SEC.ENRR,,,,,,,,,,,27.65022087,29.38599968,32.41334152,37.81687164,41.07556915,41.6517601,42.20463181,43.20034027,,46.85396957,47.25804138,46.85852051,45.87469864,43.51966858,41.84020996,40.25246811,40.84886169,41.34477997,41.28569031,42.05582809,43.43326187,44.88114929,47.11400986,48.13269043,49.28343964,50.39558029,49.82265091,50.88417053,58.27323914,63.59281158,61.48722839,65.94257355,67.3254776,,79.978302,81.37133026,88.22255707,89.66104889,90.47566986,96.777771,99.95384979,102.4320297,105.1989594,110.994751,115.6500092,117.9162827,119.9945602,123.8349915,128.4750061,137.0163269,135.9000397,141.202713,
